context_id	target	target_pos	target_position	gold_sense_ids	predict_sense_ids	golden_related	predict_related	context
ask.v.45	ask	v	271,276	ask%2:32:01::/4	3	ask,quest,solicit,bespeak,request,call for	answer,enquire,decide,advise,submit,arrange,instruct,remind,enquirer,apply,seek,request,inform,check,contact,beforehand,consult,select,invite,unsure,frequently,question,prefer,obtain,faqs,contacting,choose,questionnaire,suggestion,interview,detail,discuss,alternatively,enquiry,refuse,speculatively,prospective,wish,form,remember,need,answered,consultant,look,inquire,personally,straightaway,learndirect,require,if,you,q14,query,assess,yourselves,send,helpdesk,we,opt,ascertain,submitter,eligible,prince2,able,register,alqaeda,resubmit,divulge,information,get,will,registrant,serviceus,elearn,suitability,notify,revealweb,consultee,enter,response,questionaire,direct,prepare,vacancy,unable,customer,anonymously,reassure,find,bicon,wish,fill,leaflet,volunteer,yourself,happens,helpline,homesourcing,beg,rehouse,signer,lipread,suggestions,submission,answerable,q13,caller,funder,referral,reminder,promptly,ineligible,supervisor,requirement,01603,shortlisted,alqaeda,borrow,ecar,interviewers,happy,advisor,applying,providing,overcharge,individually,interviewer,skysurfer,nearest,opting,informing,alqaeda,hdra,exhibitor,delegate,reply,skysurfer,employee,asked,gradsoc,online,referrer,ingoer,write,tutors,cmhc,placements,ensure,keyfact,revisit,younkin,fht,01922,mailshot,advertise,occassionally,attach,fro,visitor,skysurfer,younkin,agcas,representative,webhosting,attender,regularly,politely,pal,valuer,conveyancer,childminding,accept,alopecia,moderator,immediately,timebank,offer,nextstep,disclose,appointments,membership,patients,greensweep,q11,freelancer,faq,proofread,surelet,jobseeker,q7,gradsoc,submit,waiversexpansion,contactable,join,musition,newsflash,tods,notify,sensitise	A NYT front piece says that the Environmental Protection Agency ordered 392 Southern and Midwestern plants, mainly electricity-generating ones, to cut in half their emissions of nitrous oxides that contribute to Eastern seaboard smog at the request of Eastern states who asked for help meeting national smog standards.
ask.v.46	ask	v	141,146	ask%2:32:01::/4	2	ask,quest,solicit,bespeak,request,call for	introduce,tell,convince,request,approach,apologize,prompt,advise,implore,want,agree,pester,confess,decline,respond,confide,persuade,call,confront,lenahan,instruct,craige,vouch,encourage,complain,enlist,admonish,sosebee,rehire,sosebee,farren,announce,inform,befriend,mallozzi,accord,question,morely,speak,chastise,testify,congratulate,chisolm,sosebee,triolo,inquire,explain,frate,assure,scold,lenahan,handelsman,roppolo,bluntly,farell,demartini,swerling,upbraid,listen,liken,castronovo,maddix,prosperi,refuse,marylou,avanzado,levingston,remind,schoenburg,zeck,lend,bring,consult,morante,mercede,disiena,kupferberg,huell,choose,brag,tingey,arrange,maddix,schoor,sosebee,politely,watkiss,apologise,leidner,generaux,refer,triolo,reportedly,schoenburg,unbeknownst,stemmons,annabeth,disbelieve,maltbie,generaux,kisner,brunicardi,browbeat,sedwick,accompany,bardwell,vellar,triolo,braden,joke,applebloom,dormitzer,thumm,karyl,dalmarez,kathrine,philbert,drozd,kanzler,callicott,visit,rhoualmi,michael,errante,rayes,laurine,hlawka,sturman,latia,heldenbrand,hofstetter,mcglaughlin,corbitt,coreen,zick,stunned,harriett,assist,bohannan,hoynes,mcclenahan,generaux,swingler,delane,maskew,mcalvany,lietz,calmly,schoenberger,weinlein,reimondo,quennell,vellar,moonie,leave,engman,joan,overhear,gauna,tracee,kennon,delane,shyamala,mukada,glockner,battley,sternburg,topf,manwell,testifying,chide,nizich,edlin,kpig,tiede,mccawley,glenna,delan,caudell,holzapfel,mccowan,wycoff,molea,cracraft,console,dworski,yllescas,jodee,fitzpatrick,fleurimont,escort,terwilliger,thumm,poteet,morelli,chide,shyamala,covino,floria,quip	Manfred and Brigitte Voigt, unassuming store owners who had never paid any attention to the chain, were approached by McDonald's in 1990 and asked to open a pioneering restaurant in East Germany.
ask.v.47	ask	v	0,5	ask%2:32:04::/4	5	turn to,address,ask,query,question,interrogate	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	Asked about this on Late Edition , Ickes doesn't own up to the statement, but he doesn't deny it either.
ask.v.48	ask	v	20,23	ask%2:32:04::/4	5	turn to,address,ask,query,question,interrogate	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	I guess I'd have to ask a kid whether they like it in order for me to form a decent opinion.
ask.v.49	ask	v	59,63	ask%2:32:01::/4	5	ask,quest,solicit,bespeak,request,call for	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	Both have promised to do just about anything Jesse Jackson asks them and Bradley even paid an homage visit to the Rev. Al Sharpton.
ask.v.50	ask	v	0,3	ask%2:32:04::/4	5	turn to,address,ask,query,question,interrogate	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	Ask yourself: What could you say about your closest neighbor?
ask.v.51	ask	v	25,28	ask%2:32:01::/4	3	ask,quest,solicit,bespeak,request,call for	answer,enquire,decide,advise,submit,arrange,instruct,remind,enquirer,apply,seek,request,inform,check,contact,beforehand,consult,select,invite,unsure,frequently,question,prefer,obtain,faqs,contacting,choose,questionnaire,suggestion,interview,detail,discuss,alternatively,enquiry,refuse,speculatively,prospective,wish,form,remember,need,answered,consultant,look,inquire,personally,straightaway,learndirect,require,if,you,q14,query,assess,yourselves,send,helpdesk,we,opt,ascertain,submitter,eligible,prince2,able,register,alqaeda,resubmit,divulge,information,get,will,registrant,serviceus,elearn,suitability,notify,revealweb,consultee,enter,response,questionaire,direct,prepare,vacancy,unable,customer,anonymously,reassure,find,bicon,wish,fill,leaflet,volunteer,yourself,happens,helpline,homesourcing,beg,rehouse,signer,lipread,suggestions,submission,answerable,q13,caller,funder,referral,reminder,promptly,ineligible,supervisor,requirement,01603,shortlisted,alqaeda,borrow,ecar,interviewers,happy,advisor,applying,providing,overcharge,individually,interviewer,skysurfer,nearest,opting,informing,alqaeda,hdra,exhibitor,delegate,reply,skysurfer,employee,asked,gradsoc,online,referrer,ingoer,write,tutors,cmhc,placements,ensure,keyfact,revisit,younkin,fht,01922,mailshot,advertise,occassionally,attach,fro,visitor,skysurfer,younkin,agcas,representative,webhosting,attender,regularly,politely,pal,valuer,conveyancer,childminding,accept,alopecia,moderator,immediately,timebank,offer,nextstep,disclose,appointments,membership,patients,greensweep,q11,freelancer,faq,proofread,surelet,jobseeker,q7,gradsoc,submit,waiversexpansion,contactable,join,musition,newsflash,tods,notify,sensitise	When an adversary has to ask for clarification, the jargon-wielder has won a point.
ask.v.52	ask	v	39,42	ask%2:32:01::/4	5	ask,quest,solicit,bespeak,request,call for	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	and then at that point they'll they'll ask you to go to a drug testing and things like that
ask.v.53	ask	v	138,143	ask%2:32:04::/4	5	turn to,address,ask,query,question,interrogate	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	but i don't have a lot of faith that they would uh that they would not use it as a as a uh oh as a carrot to get votes uh my i called and asked uh the uh unemployment insurance people here i said how long you know what's the unemployed what do i get if i'm unemployed and how long will i get it you know it's very interesting the guy on the other end is a young man he said uh uh with a good sense of humor he says well he says right now it's twenty six weeks uh in periods of severe unemployment and just before an election they will extend it and get all the votes of the people that that like that but he says in your case uh if you're going uh to be needing it in a little while by the time you get to the end of your twenty six weeks uh the elections will be over and we won't have it anymore i can tell you that
ask.v.54	ask	v	115,118	ask%2:32:01::/4	5	ask,quest,solicit,bespeak,request,call for	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	right but you'll find that the kids don't really have a very good sense of where the money is going and so they'll ask for things pretty much constantly
ask.v.55	ask	v	87,93	ask%2:32:02::/4	5	word,formulate,ask,phrase,articulate,give voice	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	oh i do but i don't feel that it's that hard i it's not that stressful you know you're asking about how it was on the knees or on the body and that stuff and it's not
ask.v.56	ask	v	37,41	ask%2:32:01::/4	2	ask,quest,solicit,bespeak,request,call for	introduce,tell,convince,request,approach,apologize,prompt,advise,implore,want,agree,pester,confess,decline,respond,confide,persuade,call,confront,lenahan,instruct,craige,vouch,encourage,complain,enlist,admonish,sosebee,rehire,sosebee,farren,announce,inform,befriend,mallozzi,accord,question,morely,speak,chastise,testify,congratulate,chisolm,sosebee,triolo,inquire,explain,frate,assure,scold,lenahan,handelsman,roppolo,bluntly,farell,demartini,swerling,upbraid,listen,liken,castronovo,maddix,prosperi,refuse,marylou,avanzado,levingston,remind,schoenburg,zeck,lend,bring,consult,morante,mercede,disiena,kupferberg,huell,choose,brag,tingey,arrange,maddix,schoor,sosebee,politely,watkiss,apologise,leidner,generaux,refer,triolo,reportedly,schoenburg,unbeknownst,stemmons,annabeth,disbelieve,maltbie,generaux,kisner,brunicardi,browbeat,sedwick,accompany,bardwell,vellar,triolo,braden,joke,applebloom,dormitzer,thumm,karyl,dalmarez,kathrine,philbert,drozd,kanzler,callicott,visit,rhoualmi,michael,errante,rayes,laurine,hlawka,sturman,latia,heldenbrand,hofstetter,mcglaughlin,corbitt,coreen,zick,stunned,harriett,assist,bohannan,hoynes,mcclenahan,generaux,swingler,delane,maskew,mcalvany,lietz,calmly,schoenberger,weinlein,reimondo,quennell,vellar,moonie,leave,engman,joan,overhear,gauna,tracee,kennon,delane,shyamala,mukada,glockner,battley,sternburg,topf,manwell,testifying,chide,nizich,edlin,kpig,tiede,mccawley,glenna,delan,caudell,holzapfel,mccowan,wycoff,molea,cracraft,console,dworski,yllescas,jodee,fitzpatrick,fleurimont,escort,terwilliger,thumm,poteet,morelli,chide,shyamala,covino,floria,quip	Sometimes she is met at a dance, and asks a boy to drive her home, or she might be a nun, but the ghost is rarely a male.
ask.v.57	ask	v	173,176	ask%2:32:01::/4	5	ask,quest,solicit,bespeak,request,call for	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	they can sell it sure get all sides yep all kinds of demographics just from that info and anymore you know uh you don't have to give out your well you know how they used to ask for if you wrote a check they would ask for your credit card number but they can't do that anymore or at least you're not legally um you know have to give it to them
ask.v.58	ask	v	21,26	ask%2:32:02::/4,ask%2:32:01::/2	3	word,formulate,request,articulate,bespeak,quest,solicit,ask,phrase,call for,give voice	answer,enquire,decide,advise,submit,arrange,instruct,remind,enquirer,apply,seek,request,inform,check,contact,beforehand,consult,select,invite,unsure,frequently,question,prefer,obtain,faqs,contacting,choose,questionnaire,suggestion,interview,detail,discuss,alternatively,enquiry,refuse,speculatively,prospective,wish,form,remember,need,answered,consultant,look,inquire,personally,straightaway,learndirect,require,if,you,q14,query,assess,yourselves,send,helpdesk,we,opt,ascertain,submitter,eligible,prince2,able,register,alqaeda,resubmit,divulge,information,get,will,registrant,serviceus,elearn,suitability,notify,revealweb,consultee,enter,response,questionaire,direct,prepare,vacancy,unable,customer,anonymously,reassure,find,bicon,wish,fill,leaflet,volunteer,yourself,happens,helpline,homesourcing,beg,rehouse,signer,lipread,suggestions,submission,answerable,q13,caller,funder,referral,reminder,promptly,ineligible,supervisor,requirement,01603,shortlisted,alqaeda,borrow,ecar,interviewers,happy,advisor,applying,providing,overcharge,individually,interviewer,skysurfer,nearest,opting,informing,alqaeda,hdra,exhibitor,delegate,reply,skysurfer,employee,asked,gradsoc,online,referrer,ingoer,write,tutors,cmhc,placements,ensure,keyfact,revisit,younkin,fht,01922,mailshot,advertise,occassionally,attach,fro,visitor,skysurfer,younkin,agcas,representative,webhosting,attender,regularly,politely,pal,valuer,conveyancer,childminding,accept,alopecia,moderator,immediately,timebank,offer,nextstep,disclose,appointments,membership,patients,greensweep,q11,freelancer,faq,proofread,surelet,jobseeker,q7,gradsoc,submit,waiversexpansion,contactable,join,musition,newsflash,tods,notify,sensitise	The previous section asked only about making changes to an existing program, and a well developed one at that.
ask.v.59	ask	v	127,132	ask%2:32:01::/4	5	ask,quest,solicit,bespeak,request,call for	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	and i was always very careful to be there only when they came to me and asked me for help i helped them with exactly what they asked for and that's all
ask.v.60	ask	v	68,71	ask%2:32:01::/4	5	ask,quest,solicit,bespeak,request,call for	explain,wonder,complain,inquire,remember,know,talk,recall,tell,say,tease,answer,see,hate,interject,mutter,understand,forget,think,unsure,worry,hear,didnt,brag,quit,retort,embarrass,reply,sarcastically,decide,do,about,apologize,why,quip,never,misunderstand,then,loathe,demur,really,whine,even,dislike,care,beforehand,stop,curious,ignore,grumble,cry,would,gloat,fret,scold,listen,jaison,hell,not,hardly,hmmm,truthfully,boss,ever,admonish,deadpan,nobody,dumbfound,just,actually,think,moan,mortify,daydream,bother,recollect,casually,again,wearily,questioner,so,politely,he,believe,anyone,somebody,yell,presume,tickle,hypothetically,fantasize,scare,anything,love,upset,incredulous,instinctively,dare,surmise,you,should,dont,respond,admit,if,what,everything,terrify,someone,wish,shout,want,write,pout,clueless,nope,still,sneer,dread,like,something,everyone,could,cheerfully,valada,yet,always,kickbuttress452,okay,thoughtfully,blame,let,help,call,hedid,wouldnt,tweet,when,i,have,jokingly,hurt,scream,swear,candidly,valada,hallucinating,stammer,jinx,shabaz,speculate,exactly,dammit,sure,aloud,diss,chirp,anybody,squat,yes,need,enquire,voldetool,rhetorically,maybe,suppose,tersely,nt,resent,petrify,simply,critize,incredulously,anyway,anyhow,heck,coyly,jeez,exaggerate,disloyal,groan,anymore,sorry,recognize,stupid,depress,but,now,reconsider,sulk,speak,worry,ldquo,wont,paranoid,trwct,quietly,dryly,idolize,besides	um-hum well that's real interesting i know that a lot of times they ask for information that they don't really need on several things
