context_id	target	target_pos	target_position	gold_sense_ids	predict_sense_ids	golden_related	predict_related	context
add.v.13	add	v	57,62	add%2:32:01::/4,add%2:30:00::/2		supply,add on,say,string up,fortify,paint the lily,butylate,mark,put on,toss in,append,sneak in,slip in,state,milk,increase,mix,add,combine,adjoin,stud,enrich,include,tell,inject,concatenate,gild the lily,string,mix in,modify,qualify,compound,insert,punctuate,work in,button,stick in,supplement,welt,intercalate		It is accidental in the sense that Lincoln spontaneously added the divine invocation as he neared the end of the address.
add.v.14	add	v	96,99	add%2:32:00::/4		count,tote up,sum,tally,add together,tot,number,add up,add,summate,tot up,enumerate,sum up,total,numerate		But both also miss his perplexing reality, the ambiguity of a man whose life and work refuse to add up to a simple object lesson.
add.v.15	add	v	39,44	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		To these natural ingredients have been added just about every amenity and service needed for the perfect holiday.
add.v.16	add	v	325,328	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Simply go to www.pointcast.com, download the PointCast installation software, install the software, configure the software (using the easy-to-misunderstand instructions), then go looking for Slate, which can be found by simply right-clicking on the box labeled "connections," choosing the "personalize" option, clicking the "add" button, then clicking on "news and weather," then scrolling halfway to Ohio until you come to a listing for Slate, and then clicking on "subscribe."
add.v.17	add	v	219,225	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		When it was revealed a while back that Franklin Roosevelt had installed listening devices in the Oval Office, a workman from those days told reporters how he'd drilled the necessary holes in the floor under FDR's desk, adding, in a phrase that was reported without comment, that those holes were "probably still there."
add.v.18	add	v	30,34	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		A second front-page NYT piece adds that about 25 percent of Russians "would still support a Communist system of government."
add.v.19	add	v	11,16	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		Hungerford added that the intent of the recommendation was not so much that integrating the screen with the intervention gave better estimates of the performance characteristics of the screen, but that it would redress the imbalance between
add.v.20	add	v	51,57	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		He wanted "a timely decision from the Principals," adding that the window for missions within 2001 was a short one.
add.v.21	add	v	43,48	add%2:32:00::/4		count,tote up,sum,tally,add together,tot,number,add up,add,summate,tot up,enumerate,sum up,total,numerate		Environmentalists' counterspin: Great--the added costs will reduce pollution even more.
add.v.22	add	v	110,116	add%2:40:00::/4		instill,tinsel,lend,contribute,modify,bestow,bring,add,throw in,impart,factor,transfuse,alter,change		Term-occurrence data derived from literature profiling can be used to annotate heterogeneous gene lists, thus adding to the value of this technique as a visualization tool (Figure 3).
add.v.23	add	v	403,408	add%2:40:00::/4		instill,tinsel,lend,contribute,modify,bestow,bring,add,throw in,impart,factor,transfuse,alter,change		The issue of pronoun agreement might be laid at the door of the feminists' misguided interference with the forces of language, resulting in a nervous rejection of the masculine pronoun as the neutral one; but, in truth, the sustenance of the singular nature of words like each, everybody, everyone, etc. is probably pedantry, for sense and logic are not sacrificed by changing them to plurals, with the added benefit of avoiding the dreaded he/his/him, regarded by feminists as the bearer of the stigma of male machismo.
add.v.24	add	v	225,228	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		and uh also too much hall uh space we saw a home plan in Better Homes and Gardens about five years before we built this house that we liked except uh we wanted it a little bigger than uh uh it had two bedrooms that you could add on another bedroom
add.v.25	add	v	22,26	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		' And N. David Mermin adds, 'We now know that the moon is demonstrably not there when nobody looks.
add.v.26	add	v	132,138	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		yeah and i give them maybe not maybe they're not really concerned about getting paid because they're know if you don't then they're adding on what eighteen nineteen twenty percent sometimes it's twenty two percent interest
add.v.27	add	v	125,128	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Today the sale of a work of art can add 25 percent to the purchase price and take six months; an efficient online sale might add only 10 percent and take but a few days.
add.v.28	add	v	38,43	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		"And to hell with nuclear safety," he added.
add.v.29	add	v	109,114	add%2:40:00::/4		instill,tinsel,lend,contribute,modify,bestow,bring,add,throw in,impart,factor,transfuse,alter,change		It's the uneasy conjunction of race and sexuality that rankles, the suspicion that for Manet, the black maid added a kinky allure to the charms of the snide white prostitute.
add.v.30	add	v	44,48	add%2:40:00::/4		instill,tinsel,lend,contribute,modify,bestow,bring,add,throw in,impart,factor,transfuse,alter,change		Just knowing that Mrs. Shawn is still alive adds a certain tension to reading much of what this Other Woman chooses to divulge.
add.v.31	add	v	107,112	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Almost all rooms in the Lake District are priced at a B&B (bed-and-breakfast) rate, per person, with a fee added at many places for individuals traveling alone.
add.v.32	add	v	293,298	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Various sections of the Post have improved since then--it has invested heavily in zoned suburban coverage, expanded its business page, improved the quality of its travel section, extended the heft of its sports coverage, experimented with an advertorial insert about consumer electronics, and added a monthly midbrow science/history section ("Horizon")--but it's taken no publishing risks.
add.v.33	add	v	42,47	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		While Coz preaches decorum, the Globe has added more sensationalism, more gore, more nasty gossip.
add.v.34	add	v	69,72	add%2:32:00::/4		count,tote up,sum,tally,add together,tot,number,add up,add,summate,tot up,enumerate,sum up,total,numerate		These facilities are worried about legal liability, but this doesn't add up, since the story goes on to explain that the automakers have agreed to indemnify those doing the cut-off work.
add.v.35	add	v	165,171	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		In one instance, a child stated with certainty that the word deer begins with the letter O because O is shaped like a deer; then he demonstrated by drawing an O and adding antlers to it!
add.v.36	add	v	19,23	add%2:32:01::/2,add%2:30:00::/4		supply,add on,say,string up,fortify,paint the lily,butylate,mark,put on,toss in,append,sneak in,slip in,state,milk,increase,mix,add,combine,adjoin,stud,enrich,include,tell,inject,concatenate,gild the lily,string,mix in,modify,qualify,compound,insert,punctuate,work in,button,stick in,supplement,welt,intercalate		The NYT 's article adds a new wrinkle: Lewinsky will hand over, in addition to phone messages and the sex dress, a "photograph of Clinton that he had inscribed to her."
add.v.37	add	v	34,39	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		Hargarten endorsed that idea, but added that there was little funding for training in clinical research in emergency medicine.
add.v.38	add	v	103,108	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		"I really hope the focus won't be on me doing charity work but will be on Take 2," said Wagonheim, who added that Baltimore County Bar Association President Stephen J. Nolan was instrumental in launching the new program.
add.v.39	add	v	36,41	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Fluorescent signs and markings were added in and near stairwells.
add.v.40	add	v	28,31	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		They proofread it, sign it, add a stamp, and drop it in the mail.
add.v.41	add	v	140,145	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Initial results showed that CAR is an apparently constitutive transactivator able to activate gene expression in the absence of exogenously added ligands [ 8 9 ] . The first CAR ligands identified, androstanol and androstenol, are inverse agonists that block this constitutive transactivation [ 10 ] . More recently, it has been found that CAR mediates the characteristic response of a subset of drug metabolizing enzymes to a variety of structurally unrelated foreign compounds [ 11 ] . These xenobiotic activators are referred to as "phenobarbital (PB) - like," based on the prototypic effects of the anti-epileptic agent on drug metabolism [ 12 13 14 ] . The most potent activator of murine CAR is the high affinity agonist ligand TCPOBOP (1,4-bis [2-(3,5-dichloropyridyloxy)]benzene) [ 15 16 ] .
add.v.42	add	v	116,121	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		"[W]omen mocking men by calling into question their masculinity is also classified as sexual harassment," the paper added.
add.v.43	add	v	221,226	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		Sam & Cokie proposed that Bradley be charged with general arrogance since he wouldn't say publicly what his favorite movie was (while acknowledging off-the-record to reporters that it was Look Who's Talking II ). Fineman added that McCain could also be charged with hypocrisy since "Mr.
add.v.44	add	v	59,64	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		Smith described it as "kicking the tires of my faith," and added that he considers both God and Jesus "friends" who would not be averse to having fun poked at them--especially when that fun is grounded in a fervent respect for their existence and power.
add.v.45	add	v	3,8	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		It added that the high-tech industries have created millions of new jobs in the United States.
add.v.46	add	v	49,54	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		such unused allowances to be carried forward and added to allowances allocated in subsequent years, except as otherwise provided in section 425.
add.v.47	add	v	57,62	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		In a very general sense the Puritans can be said to have added a few names to the stock which modern parents draw upon, but the author obviously did not mean that.
add.v.48	add	v	226,229	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		it was well it would bring up a new screen for everything you know you you um you would make one entry like for example if you were reconciling your check account and you wanted to change a transaction let's say you wanted to add in interest or put in a fee or something it took about three screens to do that and you could only see the one transaction you were working on all the earlier transactions were hidden it was just it it you just
add.v.49	add	v	136,139	add%2:32:00::/1,add%2:30:00::/4		add on,add together,string up,fortify,enumerate,paint the lily,butylate,total,put on,milk,numerate,gild the lily,sum,add,tot,mark,increase,mix,add up,combine,adjoin,stud,enrich,include,inject,concatenate,tote up,string,mix in,tally,modify,number,qualify,compound,sum up,count,punctuate,work in,button,supplement,welt,summate,tot up,intercalate		we're trying we're trying to um so far we are in the clear credit wise but uh the other side of it is so not much on that side of it to add to it we're trying to think of how to put away some savings and stuff like that but
add.v.50	add	v	275,281	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		so i had the radiator replaced and they did everything they could possibly do they said there was some kind of problem they just couldn't figure out what it was and the Toyota dealer couldn't figure it out the radiator place couldn't figure it out so basically i had to keep adding water to the radiator every uh every couple days
add.v.51	add	v	240,243	add%2:40:00::/4		instill,tinsel,lend,contribute,modify,bestow,bring,add,throw in,impart,factor,transfuse,alter,change		One recommendation included in the Service's petition was adoption of Commission rules for reviewing on an expedited basis "service agreements with postal customers, varying from the general rate and classifications schedules in ways which add value both for the customer and for the postal system as a whole."
add.v.52	add	v	72,77	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		"Complete with RPGs, as you will need them heading through the Sudan, " added Mobe 68. "
add.v.53	add	v	27,30	add%2:32:00::/4		count,tote up,sum,tally,add together,tot,number,add up,add,summate,tot up,enumerate,sum up,total,numerate		all those things then they add up and that force savings really comes in handy then
add.v.54	add	v	164,170	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		"Myanmar, arguably one of the world's harshest military regimes, is bound to crack down even harder on political dissidents after what happened," the paper argued, adding that Burmese dissidents could now lose their safe haven in Thailand since the sympathetic Thai government cannot be seen to support terrorist groups.
add.v.55	add	v	17,20	add%2:42:00::/4		constitute,add,make,form		But did the book add anything to my appreciation of his paintings?
add.v.56	add	v	102,108	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		"He longed for the earthiest and wildest kinds of sexual adventures," Lillian Ross discloses in hers, adding that he lusted after Hannah Arendt, Evonne Goolagong, and Madonna.
add.v.57	add	v	102,106	add%2:40:00::/4,add%2:30:00::/2		add on,contribute,bring,string up,fortify,throw in,paint the lily,butylate,transfuse,milk,instill,tinsel,enrich,put on,mark,increase,mix,add,combine,adjoin,stud,impart,include,alter,inject,concatenate,gild the lily,string,lend,mix in,factor,modify,bestow,compound,change,punctuate,work in,button,qualify,supplement,welt,intercalate		Up here, gazing out at strikingly lush mountains, you may find yourself higher than the clouds, which adds to the extraordinarily eerie atmosphere of the place.
add.v.58	add	v	5,11	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		Even adding "Ankle" was still too minor league for their ambitions, so they had to tack on that "International."
add.v.59	add	v	48,53	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		The fact, however, is that the U.S. economy has added 45 million jobs over the past 25 years--far more jobs have been added in the service sector than have been lost in manufacturing.
add.v.60	add	v	146,151	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Atop its piece today about the just-announced new TV ratings system, the LAT runs a graphic box featuring the new content guidelines that will be added to the age-based ones currently in use: V-Violence, S-Sexual Situations, L-Coarse Language, D-Suggestive Dialogue, and FV-Fantasy Violence.
add.v.61	add	v	18,23	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		Herman Diesenhaus added that there must be some type of maintenance activity if we are dealing with a chronic, relapsing condition.
add.v.62	add	v	29,32	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		But she apparently forgot to add, "And get some better-looking parents."
add.v.63	add	v	27,31	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		But a few minutes later he adds, "You know, just for one moment, I would kind of like to have the most.
add.v.64	add	v	0,3	add%2:31:00::/1,add%2:30:00::/4		figure,add on,foot up,add together,string up,fortify,paint the lily,butylate,work out,put on,milk,calculate,mark,increase,mix,add,combine,adjoin,stud,enrich,include,inject,concatenate,gild the lily,string,reckon,mix in,modify,qualify,cipher,compound,foot,punctuate,cypher,compute,button,supplement,welt,work in,intercalate		Add 10 percent to the conviction rate instead and crime will fall even further.
add.v.65	add	v	8,12	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		Yardley adds that when he said eight years ago that Tobias Wolff's memoir was not as good as his brother Geoffrey's, that was also a purely literary judgment.
add.v.66	add	v	13,17	add%2:40:00::/4		instill,tinsel,lend,contribute,modify,bestow,bring,add,throw in,impart,factor,transfuse,alter,change		Onomatopoeia adds zest to language, from aagh! to zzz ..., but somewhere between print and enunciation, the exact equivalence between sound and sense can get lost.
add.v.67	add	v	175,178	add%2:31:00::/2,add%2:30:00::/4		figure,add on,foot up,add together,string up,fortify,paint the lily,butylate,work out,put on,milk,calculate,mark,increase,mix,add,combine,adjoin,stud,enrich,include,inject,concatenate,gild the lily,string,reckon,mix in,modify,qualify,cipher,compound,foot,punctuate,cypher,compute,button,supplement,welt,work in,intercalate		and i know there's a certain number i put on my grocery and pocket money and sometimes i have a little left over and i kind of put it away but the next week i pull it out and add it to that number
add.v.68	add	v	10,13	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		She might add that there is a 50 percent probability that demand will fall between six and thirteen units.
add.v.69	add	v	17,20	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		I just wanted to add something to Jacob Weisberg's "Republicans in Denial," his amusing commentary on the Republicans' unseemly bout of whining, blaming, and rationalizing following this year's elections.
add.v.70	add	v	195,200	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		We are now perversely disposed to do the same thing with clumpy boots that box feet in or puffy shoes that muffle them up with blobs or colorful wadding, to which delicious concoctions have been added--the weighty clogs with dainty straps, the lofty heels with splayed bottoms.
add.v.71	add	v	199,203	add%2:32:01::/2,add%2:30:00::/4		supply,add on,say,string up,fortify,paint the lily,butylate,mark,put on,toss in,append,sneak in,slip in,state,milk,increase,mix,add,combine,adjoin,stud,enrich,include,tell,inject,concatenate,gild the lily,string,mix in,modify,qualify,compound,insert,punctuate,work in,button,stick in,supplement,welt,intercalate		) According to Finkelstein, Goldhagen's claim that all forms of anti-Semitism "tend toward a genocidal 'solution' " is expedient in this way, and therefore popular--though Finkelstein says Goldhagen adds no more than a veneer of social science sophistication to this reductionist point of view.
add.v.72	add	v	82,88	add%2:40:00::/4		instill,tinsel,lend,contribute,modify,bestow,bring,add,throw in,impart,factor,transfuse,alter,change		The ruins of ancient Hierapolis lie scattered on the hillside above the terraces, adding historical interest to natural beauty.
add.v.73	add	v	114,119	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		While Hollywood had considered cinema to be principally an industry of mass entertainment, the Berlin film-makers added a new perception of its artistic possibilities with M, The Cabinet of Dr. Caligari, Lulu, and Nosferatu.
add.v.74	add	v	8,11	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		(We can add some side conditions that prohibit him from dealing with known terrorists and other undesirables.)
add.v.75	add	v	6,11	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		Tripp added that she had been "vilified for taking the path of truth," and complained that "many in the entertainment industry have chosen to ridicule me" (presumably referring in part to a Saturday Night Live sketch in which she was portrayed by obese actor John Goodman).
add.v.76	add	v	35,38	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Does the message include advice or add a component of motivational enhancement therapy?
add.v.77	add	v	20,26	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		"I'm 81," she said, adding that she never owned a quilting company, never worked for one and never told a loan agent she did. "
add.v.78	add	v	181,186	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		According to Lance, the Philippine police officer, who after 9/11 offered the much more elaborate account of Murad's statements reported in Lance's book, claims to have passed this added information to U.S. officials.
add.v.79	add	v	93,98	add%2:40:00::/4,add%2:30:00::/2		add on,contribute,bring,string up,fortify,throw in,paint the lily,butylate,transfuse,milk,instill,tinsel,enrich,put on,mark,increase,mix,add,combine,adjoin,stud,impart,include,alter,inject,concatenate,gild the lily,string,lend,mix in,factor,modify,bestow,compound,change,punctuate,work in,button,qualify,supplement,welt,intercalate		But with the shock value lost, the play needed something more than Hare's topical amendments added.
add.v.80	add	v	9,13	add%2:32:01::/4		insert,sneak in,supply,slip in,stick in,toss in,add,state,append,tell,say		he asks--adds, "Who else is on the payroll, Al--Richard Simmons?"
add.v.81	add	v	108,114	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		A NYT front-pager describes an Oregon experiment that intensifies the issues surrounding the possibility of adding genes to human embryos.
add.v.82	add	v	86,91	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		Because the system is completely based on rules and ignores meanings, any word can be added to the spelling checker's word list.
add.v.83	add	v	80,83	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		yeah that's i i started doing more push ups and it it's helped a lot and then i add sets to it so that i don't like you said wear it out i don't try to push it to the end in one set
add.v.84	add	v	23,28	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		The 10-month limit was added after one of the early cases, overseen by an administrative law judge, recruited from another agency, seemed to go on forever.
add.v.85	add	v	12,17	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		You will be added to the mailing list.
add.v.86	add	v	81,84	add%2:30:00::/4		concatenate,gild the lily,string,mix in,add on,modify,qualify,string up,fortify,compound,paint the lily,butylate,put on,milk,punctuate,work in,button,mark,increase,mix,add,supplement,combine,adjoin,stud,enrich,welt,include,intercalate,inject		and i don't know if they decided to do or not but i think they said it was gonna add like either a dollar or three dollars a month to your bill to have them do that although i think a lot of those programs can operate at about a break even break even point without charging people yeah
add.v.87	add	v	51,55	add%2:40:00::/2,add%2:30:00::/2,add%2:42:00::/4		add on,contribute,constitute,bring,string up,fortify,throw in,paint the lily,butylate,transfuse,milk,instill,tinsel,put on,make,mark,increase,mix,add,combine,adjoin,stud,impart,include,alter,inject,concatenate,gild the lily,string,form,lend,enrich,factor,modify,mix in,bestow,compound,change,punctuate,work in,button,qualify,supplement,welt,intercalate		yeah it's good that you can pick up something that adds to both your your security and your knowledge base
